title,ingredients
Mixed Berry Almond Cake,"['white sugar', '(7 ounce) package almond paste, grated through large holes of grater', 'butter, melted', ', at room temperature', '3/4 cups all-purpose flour', '1/2 teaspoons baking powder', 'salt', 'fresh blueberries', 'fresh raspberries', 'sliced almonds', ""confectioners' sugar""]"
Mmm-Mmm Ice Cream Cake,"['butter, melted', 'brown sugar', 'sliced almonds', 'sweetened flaked coconut', ""high-protein crisp rice and wheat cereal (such as Kellogg's® Special K®) - crushed"", 'vanilla ice cream, softened', '(6 ounce) package chocolate chips', 'light corn syrup', 'evaporated milk']"
MMMmmm Chocolate Cake,"['water', 'unsweetened cocoa powder', 'butter', 'shortening', 'white sugar', 'self-rising flour', 'baking soda', 'buttermilk', '', 'vanilla extract', 'unsweetened cocoa powder', 'hot water', 'butter, melted', ""confectioners' sugar"", 'chopped pecans', 'milk']"
Mocha Bundt Cake,"['unsalted butter, softened', 'white sugar', 'unsweetened cocoa powder', 'yolks', 'baking soda', 'cold water', 'strong brewed coffee', 'coffee flavored liqueur, divided', 'vanilla extract', '1/3 cups all-purpose flour', 'whites', ""confectioners' sugar""]"
Mocha Cake I,"['(18.25 ounce) package dark chocolate cake mix', '', 'sour cream', 'coffee flavored liqueur', 'vegetable oil', 'semisweet chocolate chips', '(16 ounce) package prepared chocolate frosting', '1/2 tablespoons coffee-flavored liqueur']"
Mocha Cake II,"[""toasts (e.g. 2 packages of Stella D'oro)"", 'coffee flavored liqueur', 'water', '(3.5 ounce) packages non-instant chocolate pudding mix', '(3 ounce) packages non-instant vanilla pudding mix', 'milk', '(8 ounce) container frozen whipped topping, thawed', 'toasted almond slices']"
Mocha Cake III,"['(18.25 ounce) package chocolate cake mix', '', 'vegetable oil', 'sour cream', 'coffee flavored liqueur', 'semi-sweet chocolate chips']"
Mocha Cake IV,"['(18.25 ounce) package chocolate cake mix', '(3.9 ounce) package instant chocolate pudding mix', '', 'vegetable oil', 'coffee flavored liqueur', 'water', 'coffee flavored liqueur', ""1/2 cups confectioners' sugar"", 'heavy cream', ""1/2 cups confectioners' sugar"", 'instant coffee powder']"
Mocha Cake V,"['(18.25 ounce) package yellow cake mix', '(3 ounce) package instant vanilla pudding mix', 'vegetable oil', 'sour cream', '', 'coffee flavored liqueur', 'semisweet chocolate chips', 'semisweet chocolate chips', 'butter']"
Mocha Chiffon Cake,"['1/3 cups all-purpose flour', 'white sugar', 'baking powder', 'salt', 'brewed coffee', 'cooking oil', 'yolks', 'whites', 'cream of tartar', 'white sugar']"
Mocha Chocolate Jimmy Cake,"['Cake:', ', separated', ""confectioners' sugar"", 'butter, softened', 'all-purpose flour', 'baking powder', 'brewed strong coffee, cooled', 'chocolate sprinkles (jimmies)', 'Frosting:', ""confectioners' sugar"", 'butter, softened', 'cocoa powder', 'hot brewed coffee', 'vanilla extract']"
Mocha Fudge Cake,"['(18.25 ounce) package moist, dark chocolate cake mix', '(3.9 ounce) package instant chocolate pudding mix', '', 'brewed coffee', 'coffee flavored liqueur', 'vegetable oil', '(16 ounce) package dark chocolate frosting', 'coffee flavored liqueur']"
Mocha Sponge Cake,"['instant espresso powder', 'unsweetened cocoa powder', 'hot water', 'coffee flavored liqueur', 'chocolate liqueur', 'sifted cake flour', '1/2 teaspoons baking powder', 'salt', 'whites', 'yolks', 'white sugar']"
Mocha Upside-Down Cake,"['Cake:', 'butter', '(1 ounce) square unsweetened chocolate', 'milk', 'vanilla extract', 'all-purpose flour, sifted', 'white sugar', 'baking powder', 'salt', 'Topping:', 'cold, strong, brewed coffee', 'brown sugar', 'white sugar', 'unsweetened cocoa powder']"
Mock Angel Food Cake,"['1/2 cups cake flour', 'white sugar', 'salt', 'boiling water', 'whites', 'baking powder', 'cream of tartar', 'vanilla extract', 'almond extract']"
Mock Cheese Cake Pie,"['plain yogurt', '(3.5 ounce) package instant vanilla pudding mix', '(16 ounce) can cherry pie filling', 'white sugar', '(9 inch) prepared graham cracker crust']"
Mock Lemon Chiffon Cake,"['(18.25 ounce) package white cake mix', '(3.4 ounce) package instant vanilla pudding mix', '(3.4 ounce) package instant lemon pudding mix', 'milk', '(16 ounce) package frozen whipped topping, thawed', 'fresh strawberries, sliced']"
Mohawk Milk Cake,"['milk', 'butter', 'white sugar', '', 'baking powder', 'all-purpose flour', 'vanilla extract']"
Moist and Lemony Coconut Cake,"['1/2 cups self-rising flour', 'superfine sugar', 'cold unsalted butter, cut into pieces', '', 'milk', 'lemon juice', 'finely grated lemon zest', 'sweetened flaked coconut', 'unsalted butter', ""1/2 cups confectioners' sugar"", 'coconut milk powder', 'lemon juice', 'finely grated lemon zest', 'sweetened flaked coconut']"
Moist Caramel Apple Cake by JELL-O,"['(2-layer size) yellow cake mix', '(3.4 ounce) package JELL-O Vanilla Flavor Instant Pudding', 'water', '', 'oil', 'milk', 'Smith apples, peeled, coarsely chopped', 'Caramels', 'milk']"
Moist Carrot Cake,"['all-purpose flour', 'baking powder', '1/2 teaspoons baking soda', 'salt', '1/2 teaspoons ground cinnamon', '', '1/2 cups vegetable oil', 'white sugar', '3/4 cups shredded carrots', '(8 ounce) can crushed pineapple, drained', 'chopped walnuts', 'flaked coconut']"
Moist Chocolate Cake,"['3/4 cups all-purpose flour', 'cocoa powder', 'baking powder', 'baking soda', 'salt', 'hot brewed coffee', 'butter or margarine', 'white sugar', '', 'vanilla extract', 'Frosting:', ""1/2 cups confectioners' sugar"", 'cocoa powder', 'butter or margarine', '1/4 teaspoons vanilla extract', 'hot milk']"
Moist Chocolate Layer Cake,"[""unsweetened cocoa powder (such as Hershey's®)"", 'cake flour', ""¾ cup unsweetened cocoa powder (such as Hershey's®)"", 'baking soda', 'baking powder', 'salt', 'white sugar', 'canola oil', '', '2% milk', 'brewed coffee', 'vanilla extract', 'sour cream']"
Moist German Chocolate Cake,"['butter', 'plain yogurt', '(1 ounce) squares German sweet chocolate', 'cola-flavored carbonated beverage', 'all-purpose flour', '1/3 cups white sugar', 'baking soda', 'buttermilk', '', 'vanilla extract']"
Moist Lemon Poppy Seed Cake,"['1/4 cups cake flour', '1/8 cups white sugar', 'salt', '1/2 tablespoons lemon zest', '1/2 tablespoons poppy seeds', '1/3 cups unsalted butter, softened', '', 'white sugar', 'lemon juice']"
Moist Passover Apple Cake,"['vegetable shortening, room temperature', ', separated', 'vegetable oil', 'orange juice', 'white sugar', 'matzo cake meal', 'salt', 'white sugar', 'ground cinnamon', 'Smith apples - peeled, cored, and quartered']"
Moist Peach Pound Cake,"['all-purpose flour', 'salt', 'baking soda', '(29 ounce) can peaches, drained and mashed', 'sour cream', 'butter, softened', 'white sugar', '', 'vanilla extract', 'almond extract']"
Moist Potato Chocolate Cake,"['1/2 cups all-purpose flour', 'unsweetened cocoa powder', 'baking powder', 'salt', '(1 ounce) squares bittersweet chocolate, chopped', 'butter', '1/2 cups white sugar', ', room temperature', 'mashed potatoes', 'milk, room temperature']"
"Moist, Tender Spice Cake: Gingerbread Variation","['1/2 cups bleached all-purpose flour', 'cornstarch', 'baking powder', 'baking soda', 'salt', 'ground ginger', 'ground cinnamon', 'ground allspice', 'milk', 'eggs', 'vanilla extract', 'unsalted butter, softened until easily spreadable', 'dark brown sugar', 'molasses']"
"Moist, Tender Spice Cake","['1/2 cups bleached all-purpose flour', 'cornstarch', 'baking powder', 'salt', 'ground ginger', 'ground cinnamon', 'ground nutmeg', 'ground allspice', 'ground cloves', 'milk', 'eggs', 'vanilla extract', 'unsalted butter, softened until easily spreadable', 'dark brown sugar']"
Moist Yellow Cake,"['butter', '1/2 cups white sugar', '', '1/2 teaspoons vanilla extract', '1/2 cups buttermilk', '3/4 cups all-purpose flour', '1/4 teaspoons baking powder', '1/2 teaspoons baking soda']"
Molasses Cake,"['shortening', 'packed brown sugar', 'molasses', '', 'salt', 'ground cinnamon', 'ground cloves', 'ground ginger', '1/2 cups all-purpose flour', 'baking soda', 'hot, brewed coffee']"
Molasses Crumb Cake,"['all-purpose flour', 'white sugar', 'butter', 'boiling water', 'molasses', 'baking soda']"
Molasses Sponge Cake,"['whites', 'white sugar', 'salt', 'yolks', 'white sugar', 'molasses', 'lemon zest', 'lemon juice', 'cake flour']"
Momma's Wine Cake,"['(18.25 ounce) package moist white cake mix', '(5 ounce) package instant vanilla pudding mix', 'ground nutmeg', 'vegetable oil', 'white wine', '']"
Mom's Apricot Nectar Cake,"['(18.25 ounce) package lemon cake mix', '', 'vegetable oil', 'apricot nectar', ""confectioners' sugar"", 'lemon juice, or as needed', 'lemon zest, or to taste (optional)']"
Mom's Carrot Cake,"[', quartered', 'all-purpose flour', 'white sugar', 'baking soda', 'salt', '', 'ground cinnamon', 'vegetable oil', 'vanilla extract', 'buttermilk', '(8 ounce) can crushed pineapple with juice', '(3.5 ounce) package flaked coconut', 'chopped walnuts', '(8 ounce) package cream cheese, softened', 'butter', 'vanilla extract', ""confectioners' sugar""]"
Mom's Chocolate Cake,"['white sugar', 'shortening', '', 'unsweetened cocoa powder', 'milk', 'all-purpose flour', '1/2 teaspoons baking powder', 'hot, brewed coffee', 'baking soda', '1/2 teaspoons vanilla extract']"
Mom's Chocolate Pound Cake,"['all-purpose flour', 'unsweetened cocoa powder', 'salt', 'baking powder', '1/2 cups margarine, melted', 'white sugar', 'milk', '', 'vanilla extract']"
Mom's Date Pudding Cake,"['white sugar', '1/2 cups all-purpose flour', 'milk', 'salt', 'pitted dates', 'chopped walnuts', 'vanilla extract', '1/2 teaspoons baking powder', 'packed brown sugar', 'water', 'butter']"
Mom's Margarine Cake,"['white sugar', '1/2 cups margarine or butter, softened', '', 'vanilla extract', 'lemon juice', 'all-purpose flour', '1/2 teaspoons baking powder', 'salt', 'evaporated milk']"
Mom's Pound Cake,"['butter', ""confectioners' sugar, sifted"", 'orange juice', 'vanilla extract', '', 'salt', '1/2 cups all-purpose flour']"
Mom's Prize Winning Raw Apple Cake,"['white sugar', 'brown sugar', '1/4 cups all-purpose flour', 'salt', 'baking soda', 'ground cinnamon', 'vegetable oil', ', beaten', 'sour milk', 'apples - peeled, cored and chopped', 'brown sugar', 'white sugar', 'chopped walnuts', 'ground cinnamon']"
Mom's Rhubarb Cake,"['all-purpose flour', 'brown sugar', 'baking powder', 'salt', 'margarine', 'evaporated milk', ', beaten', 'rhubarb, cut into 1/4 inch slices', '(3 ounce) package raspberry flavored Jell-O® mix', 'white sugar, divided', 'all-purpose flour', 'butter, softened']"
Mom's Rum Cake,"['(18.25 ounce) package yellow cake mix', '(3.5 ounce) package instant vanilla pudding mix', '', 'water', 'vegetable oil', 'rum', 'chopped pecans', 'butter', 'water', 'white sugar', 'rum']"
Mom's Signature Red Velvet Cake,"['1/4 cups sifted cake flour', 'baking soda', 'vegetable shortening (such as Crisco®)', '1/2 cups white sugar', '', '(1 ounce) bottle red food coloring', 'ounce water', 'unsweetened cocoa powder', 'buttermilk', 'salt', 'vanilla extract', 'apple cider vinegar', 'milk', 'all-purpose flour', 'butter, softened', 'vanilla extract', 'white sugar']"
Mom's Sponge Cake,"['', 'white sugar', 'all-purpose flour', 'baking powder', 'salt', 'milk', 'butter', 'vanilla extract']"
Moon Cake,"['water', 'margarine', 'all-purpose flour', '', '(3.4 ounce) packages instant vanilla pudding mix', 'milk', '(8 ounce) package cream cheese', '(8 ounce) container frozen whipped topping, thawed', 'chocolate syrup']"
Mother's Applesauce Cake,"['Cake:', '1/2 cups all-purpose flour', 'salt', 'ground cinnamon', 'ground cloves', 'baking soda', 'butter', 'packed brown sugar', ', beaten', 'unsweetened applesauce', 'raisins', 'dates, pitted and chopped', 'chopped walnuts', 'butter', 'packed brown sugar', 'milk', 'vanilla extract', ""sifted confectioners' sugar""]"
Mother's Day Pound Cake,"['butter', 'butter', '1/3 cups white sugar', 'vanilla extract', '', 'salt', ', zested', '2/3 cups sifted all purpose flour', 'baking powder', 'milk']"
Mountain Apple Cake,"['Cake:', 'all-purpose flour', 'salt', 'baking soda', 'ground cinnamon', '', '1/2 cups vegetable oil', 'vanilla extract', 'white sugar', 'Granny Smith apples, thinly sliced', 'chopped pecans', 'chopped black walnuts', 'Topping:', 'brown sugar', 'milk', 'butter', 'vanilla extract', 'Icing:', 'mayonnaise', 'vanilla extract', ""confectioners' sugar""]"
Mountain Dew™ Cake,"['(18.25 ounce) package lemon cake mix', '(3.4 ounce) package instant vanilla pudding mix', 'vegetable oil', ', beaten', 'ounces Mountain Dew™', '(20 ounce) can crushed pineapple with juice', 'white sugar', 'cornstarch', 'butter', 'flaked coconut']"
Mrs. Berry's Berry Coffee Cake,"['Cake:', 'baking mix', '(10 ounce) package boysenberries', 'milk', '', 'brown sugar', 'vanilla extract', 'Streusel Topping:', 'baking mix', 'brown sugar', 'ground cinnamon, or to taste', 'butter, or to taste']"
Mrs. Walker's Fruit Cake,"['cooking spray with flour', '(18.25 ounce) package lemon cake mix (such as Duncan Hines® Lemon Supreme)', '', 'vegetable oil', '(3 ounce) package instant lemon pudding mix', 'lemon extract', 'vanilla extract', 'candied red cherries, halved', 'candied pineapple slices, cut into thirds', '1/2 cups chopped pecans', 'sweetened dried cranberries']"
Ms. Noonie's Good Nut Cake,"['unsalted butter', '', 'white sugar', 'salt', 'cake flour', 'self-rising flour', 'chopped walnuts']"
Muddy Chocolate Cheese Cake,"['white sugar', 'butter', 'yogurt', '1/2 cups all-purpose flour', '', 'vanilla extract', 'baking powder', '(1.5 ounce) bars milk chocolate candy', 'cream cheese', '', 'vanilla extract', 'white sugar', ""confectioners' sugar for dusting""]"
Mulberry Kuchen (Cake),"['Cake:', 'milk', 'white sugar', ', beaten', 'vegetable oil', 'all-purpose flour', 'baking powder', 'salt', 'mulberries', 'Crumb Topping:', 'all-purpose flour', 'brown sugar', 'white sugar', 'butter']"
My Mom's Chocolate Cake,"['shortening', 'unsweetened cocoa powder', 'white sugar', '', 'buttermilk', 'baking soda', 'salt', 'vanilla extract', '1/2 cups sifted all-purpose flour', 'hot water']"
My Pound Cake,"['1/2 cups butter', 'white sugar', '', '1/2 teaspoons vanilla extract', 'butternut flavored extract', 'milk', 'cake flour', 'baking powder']"
Mystery Chocolate Cake,"['1/2 cups well-drained, mashed, cooked beets', 'vanilla extract', '1/2 cups white sugar', 'vegetable oil', '', '3/4 cups all-purpose flour', '1/2 teaspoons baking soda', 'salt', 'unsweetened cocoa powder']"
Nana V's  Company Cake,"['(18.25 ounce) package yellow cake mix', '(8 ounce) package cream cheese', '(12 ounce) container frozen whipped topping, thawed']"
Nana's Italian Holiday Cream Cake,"['margarine', 'shortening', 'white sugar', ', separated', 'all-purpose flour', 'baking soda', 'buttermilk', 'vanilla extract', 'chopped pecans', '(3.5 ounce) can flaked coconut', 'Frosting:', '(8 ounce) package cream cheese, softened', 'margarine, softened', ""confectioners' sugar"", 'vanilla extract']"
Nana's Old Fashioned Jelly Cake,"['margarine, softened', 'white sugar', '', 'self-rising flour', 'whole milk', 'vanilla extract', 'raspberry jelly']"
Nannie's Hot Milk Sponge Cake,"['all-purpose flour', 'white sugar', '', 'milk', 'baking powder', 'vanilla extract']"
Nany's White Cake,"['white sugar', 'butter, softened', '', '1/2 cups all-purpose flour', 'baking powder', 'salt', 'milk', 'vanilla extract']"
Neapolitan Bundt Cake,"['(18.25 ounce) package white cake mix', 'water', 'vegetable oil', '', 'strawberry extract', 'chocolate syrup', 'red food coloring', ""confectioners' sugar"", 'chocolate syrup']"
Nectarine Upside-Down Cake,"['Topping:', 'butter, at room temperature', 'brown sugar (such as muscovado)', 'nectarines, sliced into bite-size pieces', 'Cake:', 'all-purpose flour', 'baking powder', 'salt', 'unsalted butter, at room temperature', 'white sugar', 'eggs', 'vanilla extract']"
Neiman Marcus Cake I,"['(18.25 ounce) package chocolate cake mix', '', 'butter', 'semisweet chocolate chips', 'chopped walnuts', ""confectioners' sugar"", '(8 ounce) package cream cheese']"
Neiman Marcus Cake II,"['(18.25 ounce) package yellow cake mix', '', 'butter', 'cream cheese', ""confectioners' sugar""]"
Nell's Irish Boiled Cake,"['raisins', 'golden raisins', 'dried currants', 'packed brown sugar', 'butter', 'water', 'dry sherry', 'whole wheat flour', 'all-purpose flour', '1/2 teaspoons baking powder', 'salt', 'ground cinnamon']"
Never Fail Applesauce Spice Cake,"['1/2 cups all-purpose flour', '3/4 cups white sugar', '1/2 teaspoons baking soda', 'salt', 'baking powder', 'ground cinnamon', 'ground cloves', 'ground allspice', 'butter', 'buttermilk', '1/2 cups applesauce', '', 'chopped walnuts', 'butter', 'chopped pecans', ""confectioners' sugar"", '(8 ounce) package cream cheese, softened', '1/2 teaspoons vanilla extract']"
